affinity_name,status_report,offer_number,policy_number,zipcode_link,zip4,birth_date,brand,date_offer,date_request,policy_start_date,premium,buildyear_car,buildmonth_car,wa,wa_bep_ca,wa_ca,updated_on,zipcode_link,zip4,PROVINCE,URB,INCOME,SOCCL_A,SOCCL_B1,SOCCL_B2,SOCCL_C,SOCCL_D,EDU_HIGH,EDU_MID,EDU_LOW,DINK,OWN_HOUSE,AVG_HOUSE,RENT_PRICE,STAGE_OF_LIFE,SINGLE,FAM,FAM_WCHILD,SINGLES_YOUNG,SINGLES_MID,SINGLES_OLD,FAM_CHILD_Y,FAM_CHILD_O,FAM_WCHILD_Y,FAM_WCHILD_MED,FAM_WCHILD_OLD,CIT_HOUSEHOLD,LOAN,SAVINGS,SHOP_ONLINE,CAR
T&B,Calculatenewpremium,5663,NA,13020,3511,Dec-71,FORD,10/23/19,NA,NA,705.1199951,2007,March,NA,NA,Y,10/23/19,13020,3511,Utrecht,1,3,2,3,4,2,1,2,5,1,1,2,8,3,1,5,3,2,4,4,3,3,1,1,1,2,2,3,6,6,1
T&B,Incompleterequest,5664,NA,13021,2552,Jul-50,TOYOTA,10/23/19,NA,NA,448.5599976,2011,December,NA,NA,Y,10/23/19,13021,2552,South Holland,1,3,2,4,3,1,2,2,4,2,4,1,9,11,9,3,4,4,1,2,3,3,2,1,2,4,4,4,3,4,4
T&B,Policycreated,7286,11535,13021,2552,Jul-50,TOYOTA,12/11/19,12/11/19,01/01/20,444.3599854,2011,December,NA,NA,Y,12/11/19,13021,2552,South Holland,1,3,2,4,3,1,2,2,4,2,4,1,9,11,9,3,4,4,1,2,3,3,2,1,2,4,4,4,3,4,4
T&B,Waitresponsebackoffice,7286,11535,13021,2552,Jul-50,TOYOTA,12/11/19,12/11/19,01/01/20,444.3599854,2011,December,NA,NA,Y,12/11/19,13021,2552,South Holland,1,3,2,4,3,1,2,2,4,2,4,1,9,11,9,3,4,4,1,2,3,3,2,1,2,4,4,4,3,4,4
T&B,Calculatenewpremium,5665,NA,13022,3353,Dec-37,HYUNDAI,10/23/19,NA,NA,NULL,2002,January,N,N,N,10/23/19,13022,3353,South Holland,4,4,1,1,4,2,2,1,2,5,3,1,6,7,4,4,4,3,2,3,4,4,3,1,2,2,4,3,3,3,2
T&B,Calculatenewpremium,5666,NA,13022,3353,Dec-37,HYUNDAI,10/23/19,NA,NA,NULL,2002,January,N,N,N,10/23/19,13022,3353,South Holland,4,4,1,1,4,2,2,1,2,5,3,1,6,7,4,4,4,3,2,3,4,4,3,1,2,2,4,3,3,3,2
T&B,Tailoredofferrejected,5667,NA,13022,3353,Dec-37,HYUNDAI,10/23/19,NA,NA,0,2002,January,N,N,N,10/24/19,13022,3353,South Holland,4,4,1,1,4,2,2,1,2,5,3,1,6,7,4,4,4,3,2,3,4,4,3,1,2,2,4,3,3,3,2
other,Personaloffer,5669,NA,13023,1363,Mar-75,CITROEN,10/23/19,NA,NA,257.0400085,2006,April,Y,NA,NA,10/24/19,13023,1363,Flevoland,2,1,5,2,1,1,1,5,1,1,5,4,9,NULL,4,4,4,3,3,3,1,4,2,3,2,2,4,5,6,6,3
T&B,Calculatenewpremium,5670,NA,13024,2721,Sep-92,NISSAN,10/23/19,NA,NA,826.0800171,2007,August,NA,NA,Y,10/23/19,13024,2721,South Holland,2,NULL,1,4,3,1,1,2,5,2,2,1,6,NULL,3,4,3,3,2,3,4,3,2,1,1,3,3,4,5,6,3
T&B,Waitresponsebackoffice,5671,11253,13024,2721,Sep-92,NISSAN,10/23/19,10/23/19,10/24/19,626.039978,2007,August,NA,Y,NA,10/23/19,13024,2721,South Holland,2,NULL,1,4,3,1,1,2,5,2,2,1,6,NULL,3,4,3,3,2,3,4,3,2,1,1,3,3,4,5,6,3
T&B,Policycreated,5671,11253,13024,2721,Sep-92,NISSAN,10/23/19,10/23/19,10/24/19,626.039978,2007,August,NA,Y,NA,10/23/19,13024,2721,South Holland,2,NULL,1,4,3,1,1,2,5,2,2,1,6,NULL,3,4,3,3,2,3,4,3,2,1,1,3,3,4,5,6,3
T&B,Incompleterequest,5672,NA,13025,3155,01-Jun,HYUNDAI,10/23/19,NA,NA,285.2399902,2010,August,NA,Y,NA,10/23/19,13025,3155,South Holland,6,2,4,3,2,1,1,3,4,2,5,5,9,NULL,9,2,4,4,1,2,1,4,1,1,2,4,4,2,5,5,5
T&B,Calculatenewpremium,5673,NA,13026,3931,Apr-25,VOLKSWAGEN,10/23/19,NA,NA,NULL,2005,September,N,N,N,10/23/19,13026,3931,Utrecht,5,3,2,4,3,1,2,2,4,2,3,4,7,NULL,4,4,4,4,3,3,2,4,2,1,2,3,3,4,6,6,4
T&B,Calculatenewpremium,5674,NA,13027,7451,Jun-61,FIAT,10/23/19,NA,NA,202.0800018,2008,September,NA,Y,NA,10/23/19,13027,7451,Overijssel,6,3,2,1,5,1,1,2,1,5,3,4,6,NULL,9,2,4,5,1,1,2,1,4,1,2,4,4,1,4,4,5
T&B,Calculatenewpremium,5675,NA,13028,9753,Dec-56,FORD,10/24/19,NA,NA,318.3599854,2013,June,NA,Y,NA,10/24/19,13028,9753,Groningen,5,2,3,3,2,2,1,3,4,1,6,5,7,NULL,6,2,5,4,1,1,2,3,4,1,3,3,5,3,6,6,5
T&B,Incompleterequest,5684,NA,13028,9753,Dec-56,FORD,10/24/19,NA,NA,318.3599854,2013,June,NA,Y,NA,10/24/19,13028,9753,Groningen,5,2,3,3,2,2,1,3,4,1,6,5,7,NULL,6,2,5,4,1,1,2,3,4,1,3,3,5,3,6,6,5
other,Waitforapproval,5677,11254,13029,3067,Aug-69,NISSAN,10/24/19,10/24/19,11/27/19,443.8800049,2012,March,NA,NA,Y,10/25/19,13029,3067,South Holland,1,2,3,3,2,1,1,4,2,1,4,4,3,NULL,2,5,3,3,3,3,3,3,2,3,2,1,3,4,6,6,3
other,Policycreated,5677,11254,13029,3067,Aug-69,NISSAN,10/24/19,10/24/19,11/27/19,443.8800049,2012,March,NA,NA,Y,10/29/19,13029,3067,South Holland,1,2,3,3,2,1,1,4,2,1,4,4,3,NULL,2,5,3,3,3,3,3,3,2,3,2,1,3,4,6,6,3
other,Tailoredofferwithdrawn,5679,NA,13030,2292,Jun-78,BMW,10/24/19,NA,NA,0,2018,December,N,N,N,10/24/19,13030,2292,South Holland,5,1,5,1,2,1,1,5,2,1,6,5,12,NULL,6,1,5,2,1,1,1,3,4,1,1,2,6,2,6,6,5
T&B,Calculatenewpremium,5680,NA,13031,5247,Nov-82,FORD,10/24/19,NA,NA,753.4799805,2017,September,NA,NA,Y,10/24/19,13031,5247,North Brabant,4,1,5,1,2,1,1,5,1,2,6,5,10,NULL,6,1,5,3,1,1,1,4,4,1,3,1,5,4,5,6,5
T&B,Waitforapproval,5854,11280,13031,5247,Mar-84,FORD,11/01/19,11/01/19,11/09/19,632.25,2017,June,NA,NA,Y,11/01/19,13031,5247,North Brabant,4,1,5,1,2,1,1,5,1,2,6,5,10,NULL,6,1,5,3,1,1,1,4,4,1,3,1,5,4,5,6,5
T&B,Calculatenewpremium,5822,NA,13031,5247,Mar-84,FORD,10/30/19,NA,11/09/19,577.7999878,2017,June,NA,NA,Y,10/30/19,13031,5247,North Brabant,4,1,5,1,2,1,1,5,1,2,6,5,10,NULL,6,1,5,3,1,1,1,4,4,1,3,1,5,4,5,6,5
T&B,Requestrejected,5854,11280,13031,5247,Mar-84,FORD,11/01/19,11/01/19,11/09/19,632.25,2017,June,NA,NA,Y,11/04/19,13031,5247,North Brabant,4,1,5,1,2,1,1,5,1,2,6,5,10,NULL,6,1,5,3,1,1,1,4,4,1,3,1,5,4,5,6,5
T&B,Calculatenewpremium,5906,NA,13031,5247,Nov-82,FORD,11/04/19,NA,11/09/19,1100.160034,2017,June,NA,NA,Y,11/04/19,13031,5247,North Brabant,4,1,5,1,2,1,1,5,1,2,6,5,10,NULL,6,1,5,3,1,1,1,4,4,1,3,1,5,4,5,6,5
Insuro,Incompleterequest,5681,NA,13032,6164,Jul-67,FORD,10/24/19,NA,NA,341.2799988,2008,April,NA,Y,NA,10/24/19,13032,6164,Limburg,4,3,1,3,4,1,1,2,4,3,3,5,5,NULL,9,4,3,5,1,2,3,2,2,2,3,4,4,4,5,3,5
other,Calculatenewpremium,5682,NA,13033,3063,Jan-76,RENAULT,10/24/19,NA,NA,263.519989,1999,November,Y,NA,NA,10/24/19,13033,3063,South Holland,1,6,2,3,4,2,1,2,5,2,2,2,5,NULL,1,5,3,3,4,3,3,3,1,2,2,2,2,3,6,6,1
Insuro,Calculatenewpremium,5685,NA,13034,4301,Jan-54,MERCEDES-BENZ,10/24/19,NA,NA,631.9199829,2011,March,NA,NA,Y,10/24/19,13034,4301,Zeeland,5,3,1,4,3,1,1,1,4,3,3,2,14,NULL,3,5,4,1,1,1,4,1,4,1,1,1,3,1,2,4,5
other,Incompleterequest,5686,NA,13035,5708,Dec-63,BMW,10/24/19,NA,NA,895.5599976,2011,August,NA,NA,Y,10/24/19,13035,5708,North Brabant,3,2,4,2,2,1,1,4,3,1,4,4,9,NULL,2,4,4,4,2,4,2,3,3,2,2,3,4,3,6,6,5
other,Calculatenewpremium,5687,NA,13036,5831,Dec-60,VOLKSWAGEN,10/24/19,NA,NA,677.2800293,2017,November,NA,NA,Y,10/24/19,13036,5831,North Brabant,5,1,5,2,1,1,1,5,1,1,3,5,12,NULL,9,2,4,5,1,2,1,1,4,1,2,4,4,1,6,6,5
T&B,Incompleterequest,5690,NA,13037,1102,Apr-53,OPEL,10/24/19,NA,NA,470.0400085,2005,November,Y,NA,NA,10/24/19,13037,1102,North Holland,1,3,1,1,3,4,2,1,5,2,2,2,5,7,2,5,3,3,2,4,3,3,2,3,3,2,2,5,3,4,2
T&B,Calculatenewpremium,5691,NA,13038,7041,Jan-56,OPEL,10/24/19,NA,NA,402.2399902,2000,October,NA,NA,Y,10/24/19,13038,7041,Gelderland,6,4,1,1,2,4,3,1,1,5,2,2,3,6,1,4,3,4,3,2,3,3,3,2,2,3,3,3,3,2,3
T&B,Personaloffer,5693,NA,13038,7041,Jan-56,OPEL,10/24/19,NA,NA,253.5599976,2000,October,Y,NA,NA,10/25/19,13038,7041,Gelderland,6,4,1,1,2,4,3,1,1,5,2,2,3,6,1,4,3,4,3,2,3,3,3,2,2,3,3,3,3,2,3
T&B,Calculatenewpremium,5692,NA,13039,6411,May-77,FORD,10/24/19,NA,NA,326.519989,2012,February,NA,Y,NA,10/24/19,13039,6411,Limburg,3,3,1,1,4,3,1,1,2,5,1,1,4,11,3,5,2,3,1,2,4,2,2,1,2,3,2,1,2,1,3
Insuro,Calculatenewpremium,5694,NA,13040,3481,Jul-73,TOYOTA,10/24/19,NA,NA,394.7999878,2014,March,NA,NA,Y,10/24/19,13040,3481,Utrecht,6,1,5,1,1,2,1,5,1,2,6,5,11,NULL,6,1,5,4,1,1,1,3,4,1,3,3,4,1,6,6,5
T&B,Incompleterequest,5695,NA,13041,2742,Feb-65,SUZUKI,10/24/19,NA,NA,451.0799866,2008,June,NA,NA,Y,10/24/19,13041,2742,South Holland,4,2,1,4,3,2,1,1,4,3,2,4,5,NULL,9,4,3,4,2,3,2,2,2,2,1,4,3,1,5,5,4
T&B,Incompleterequest,5697,NA,13042,3608,Aug-74,RENAULT,10/24/19,NA,NA,537.1199951,2014,December,NA,Y,NA,10/24/19,13042,3608,Utrecht,4,2,3,4,2,1,1,3,3,1,4,4,9,3,9,3,4,4,2,2,1,3,3,1,2,4,4,3,6,6,5
T&B,Incompleterequest,5698,NA,13043,4651,Dec-70,KIA,10/24/19,NA,NA,384.7200012,2011,June,NA,NA,Y,10/24/19,13043,4651,North Brabant,5,2,2,4,2,1,2,2,5,2,6,4,8,8,6,1,5,4,1,1,1,3,4,2,3,4,5,2,4,6,5
other,Calculatenewpremium,7245,NA,13043,4651,Apr-63,VOLKSWAGEN,12/09/19,NA,NA,765.4799805,2018,January,NA,NA,Y,12/09/19,13043,4651,North Brabant,5,2,2,4,2,1,2,2,5,2,6,4,8,8,6,1,5,4,1,1,1,3,4,2,3,4,5,2,4,6,5
T&B,Incompleterequest,5700,NA,13044,3034,Jan-94,VOLKSWAGEN,10/24/19,NA,NA,1142.160034,2002,March,Y,NA,NA,10/24/19,13044,3034,South Holland,1,4,1,1,2,3,3,1,2,5,1,1,2,8,4,4,4,3,3,3,3,3,3,3,1,2,4,4,2,2,1
other,Calculatenewpremium,5701,NA,13045,4535,Aug-61,MITSUBISHI,10/24/19,NA,NA,622.2000122,2018,June,NA,NA,Y,10/24/19,13045,4535,Zeeland,4,6,1,4,3,1,1,2,4,3,4,5,6,NULL,9,2,4,5,1,2,2,2,4,1,1,4,4,3,6,4,5
other,Incompleterequest,5702,NA,13046,4571,Jul-75,TOYOTA,10/24/19,NA,NA,259.9200134,2008,February,NA,Y,NA,10/24/19,13046,4571,Zeeland,6,2,1,5,2,2,1,2,5,2,4,5,5,NULL,6,3,4,4,2,2,1,3,4,2,3,4,4,2,4,6,5
other,Incompleterequest,5703,NA,13046,4571,Jul-75,TOYOTA,10/24/19,NA,NA,248.2799988,2003,April,Y,NA,NA,10/24/19,13046,4571,Zeeland,6,2,1,5,2,2,1,2,5,2,4,5,5,NULL,6,3,4,4,2,2,1,3,4,2,3,4,4,2,4,6,5
T&B,Incompleterequest,5704,NA,13047,3024,Nov-73,PEUGEOT,10/24/19,NA,NA,288.2399902,2012,November,NA,Y,NA,10/24/19,13047,3024,South Holland,1,1,5,1,1,1,1,5,1,1,5,4,9,11,6,3,4,4,1,3,2,2,4,1,3,3,4,4,6,6,5
Insuro,Incompleterequest,5705,NA,13048,2321,Oct-93,RENAULT,10/24/19,NA,NA,757.3200073,2017,July,NA,NA,Y,10/24/19,13048,2321,South Holland,2,NULL,5,2,1,1,1,5,1,1,4,4,8,NULL,1,5,2,4,4,3,1,2,1,4,2,2,2,4,6,6,5
T&B,Personaloffer,5706,NA,13049,7827,Aug-88,CITROEN,10/24/19,NA,NA,691.3200073,2000,May,Y,NA,NA,10/25/19,13049,7827,Drenthe,3,4,1,1,2,4,3,1,2,5,1,1,3,8,2,5,3,2,3,4,2,2,2,1,2,1,3,4,4,1,3
Insuro,Calculatenewpremium,5707,NA,13050,2403,Feb-90,SEAT,10/24/19,NA,NA,465.6000061,2003,April,NA,Y,NA,10/24/19,13050,2403,South Holland,3,3,1,2,3,3,2,2,3,4,2,1,4,9,1,5,3,3,4,4,2,3,1,1,2,3,3,4,3,2,2
other,Calculatenewpremium,5709,NA,13051,4533,Jul-63,MITSUBISHI,10/25/19,NA,NA,611.8800049,2009,January,NA,NA,Y,10/25/19,13051,4533,Zeeland,4,6,4,3,2,1,1,4,3,2,6,5,9,NULL,6,2,5,4,1,2,1,3,4,1,3,4,5,1,6,6,5
other,Incompleterequest,5710,NA,13052,3765,Feb-77,PEUGEOT,10/25/19,NA,NA,880.6799927,2015,December,NA,NA,Y,10/25/19,13052,3765,Utrecht,4,3,1,3,4,1,2,1,4,3,2,4,6,2,3,5,2,4,1,2,4,2,1,1,1,4,2,1,6,3,5
other,Calculatenewpremium,5711,NA,13053,1424,Jan-55,VOLKSWAGEN,10/25/19,NA,NA,856.7999878,2019,October,NA,NA,Y,10/25/19,13053,1424,North Holland,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
other,Calculatenewpremium,5712,NA,13054,4561,May-49,DACIA,10/25/19,NA,NA,408.7200012,2015,December,NA,NA,Y,10/25/19,13054,4561,Zeeland,5,3,2,1,4,2,2,2,2,5,4,4,4,6,3,4,4,4,1,1,4,2,3,2,2,3,4,3,3,4,4
other,Calculatenewpremium,5713,NA,13055,4569,May-49,DACIA,10/25/19,NA,NA,411.480011,2015,December,NA,NA,Y,10/25/19,13055,4569,Zeeland,7,5,1,3,2,3,2,2,3,3,3,3,5,NULL,4,4,4,3,1,3,3,4,3,2,2,3,4,3,3,4,5
T&B,Incompleterequest,5714,NA,13056,3201,Mar-48,CITROEN,10/25/19,NA,NA,326.1600037,2004,March,Y,NA,NA,10/25/19,13056,3201,South Holland,3,2,1,4,3,2,1,1,5,3,5,4,6,NULL,9,3,4,4,1,2,2,4,2,2,2,4,4,4,5,5,5
T&B,Calculatenewpremium,5716,NA,13057,2587,Mar-62,TOYOTA,10/25/19,NA,NA,419.519989,2005,September,NA,Y,NA,10/25/19,13057,2587,South Holland,1,1,5,1,2,1,1,5,1,2,6,4,11,NULL,4,1,5,4,1,1,1,4,4,1,2,3,6,3,5,6,5
T&B,Incompleterequest,5717,NA,13058,2914,Jan-50,TOYOTA,10/25/19,NA,NA,521.6400146,2018,April,NA,NA,Y,10/25/19,13058,2914,South Holland,4,2,3,3,2,1,1,3,4,2,4,4,10,NULL,9,3,4,4,1,2,2,3,3,1,2,4,4,2,5,5,5
T&B,Waitforapproval,5720,11258,13058,2914,Jan-50,TOYOTA,10/25/19,10/25/19,01/01/20,514.1199951,2018,April,NA,NA,Y,10/25/19,13058,2914,South Holland,4,2,3,3,2,1,1,3,4,2,4,4,10,NULL,9,3,4,4,1,2,2,3,3,1,2,4,4,2,5,5,5
T&B,Waitresponsebackoffice,5720,11258,13058,2914,Jan-50,TOYOTA,10/25/19,10/25/19,01/01/20,514.1199951,2018,April,NA,NA,Y,10/29/19,13058,2914,South Holland,4,2,3,3,2,1,1,3,4,2,4,4,10,NULL,9,3,4,4,1,2,2,3,3,1,2,4,4,2,5,5,5
T&B,Policycreated,5720,11258,13058,2914,Jan-50,TOYOTA,10/25/19,10/25/19,01/01/20,514.1199951,2018,April,NA,NA,Y,10/29/19,13058,2914,South Holland,4,2,3,3,2,1,1,3,4,2,4,4,10,NULL,9,3,4,4,1,2,2,3,3,1,2,4,4,2,5,5,5
other,Incompleterequest,5718,NA,13059,4535,Jun-57,MAZDA,10/25/19,NA,NA,639.8400269,2018,December,NA,NA,Y,10/25/19,13059,4535,Zeeland,4,1,5,2,2,1,1,5,2,1,4,5,9,NULL,9,2,4,5,2,2,1,3,3,2,2,4,4,2,6,6,5
other,Incompleterequest,5719,NA,13059,4535,Jun-57,MAZDA,10/25/19,NA,NA,232.8000031,2005,March,Y,NA,NA,10/25/19,13059,4535,Zeeland,4,1,5,2,2,1,1,5,2,1,4,5,9,NULL,9,2,4,5,2,2,1,3,3,2,2,4,4,2,6,6,5
T&B,Personaloffer,5722,NA,13060,6666,Feb-71,PEUGEOT,10/25/19,NA,NA,0,2006,October,NA,NA,NA,10/28/19,13060,6666,Gelderland,6,4,1,1,2,3,4,1,3,4,2,1,5,9,6,4,4,1,1,4,3,1,4,1,1,1,4,4,3,1,4
T&B,Tailoredofferrequested,5722,NA,13060,6666,Feb-71,PEUGEOT,10/25/19,NA,NA,501.480011,2006,October,NA,NA,Y,10/25/19,13060,6666,Gelderland,6,4,1,1,2,3,4,1,3,4,2,1,5,9,6,4,4,1,1,4,3,1,4,1,1,1,4,4,3,1,4
Insuro,Incompleterequest,5723,NA,13061,4902,Jun-95,AUDI,10/25/19,NA,NA,1073.880005,2015,October,NA,NA,Y,10/25/19,13061,4902,North Brabant,4,4,1,2,4,1,2,2,2,4,3,2,6,NULL,4,3,5,4,1,1,3,4,3,2,3,3,6,4,3,3,3
T&B,Tailoredofferrequested,5725,NA,13062,2252,Feb-44,MERCEDES-BENZ,10/25/19,NA,NA,0,2012,March,N,N,N,10/25/19,13062,2252,South Holland,4,2,5,2,1,1,1,5,2,1,5,4,11,NULL,4,3,5,4,1,2,2,4,3,1,2,4,5,3,6,5,5
T&B,Personaloffer,5725,NA,13062,2252,Feb-44,MERCEDES-BENZ,10/25/19,NA,NA,0,2012,March,N,NA,NA,10/28/19,13062,2252,South Holland,4,2,5,2,1,1,1,5,2,1,5,4,11,NULL,4,3,5,4,1,2,2,4,3,1,2,4,5,3,6,5,5
T&B,Calculatenewpremium,5726,NA,13063,5344,Aug-43,CITROEN,10/25/19,NA,NA,NULL,2015,March,N,N,N,10/25/19,13063,5344,North Brabant,3,3,1,1,5,2,1,1,2,5,1,1,5,9,3,5,3,3,1,1,4,2,2,1,2,2,4,3,2,1,5
T&B,Calculatenewpremium,5727,NA,13063,5344,Aug-43,CITROEN,10/25/19,NA,NA,NULL,2015,March,N,N,N,10/25/19,13063,5344,North Brabant,3,3,1,1,5,2,1,1,2,5,1,1,5,9,3,5,3,3,1,1,4,2,2,1,2,2,4,3,2,1,5
T&B,Calculatenewpremium,5728,NA,13064,3768,Jan-46,TOYOTA,10/25/19,NA,NA,393.9599915,2005,April,NA,Y,NA,10/25/19,13064,3768,Utrecht,4,1,5,2,1,1,1,5,1,1,4,5,12,NULL,9,2,4,4,1,1,2,3,3,1,1,4,5,1,6,5,5
T&B,Calculatenewpremium,5730,NA,13065,6931,Aug-48,OPEL,10/25/19,NA,NA,423.9599915,2018,November,NA,NA,Y,10/25/19,13065,6931,Gelderland,5,3,2,3,2,3,2,2,3,4,2,2,5,11,3,5,3,4,1,2,4,3,1,1,3,3,4,2,2,3,5
T&B,Calculatenewpremium,5922,NA,13065,6931,Aug-48,OPEL,11/04/19,NA,NA,431.1600037,2018,November,NA,NA,Y,11/04/19,13065,6931,Gelderland,5,3,2,3,2,3,2,2,3,4,2,2,5,11,3,5,3,4,1,2,4,3,1,1,3,3,4,2,2,3,5
T&B,Incompleterequest,8528,NA,13065,6931,Aug-48,OPEL,02/10/20,NA,NA,423.7200012,2018,November,NA,NA,Y,02/10/20,13065,6931,Gelderland,5,3,2,3,2,3,2,2,3,4,2,2,5,11,3,5,3,4,1,2,4,3,1,1,3,3,4,2,2,3,5
T&B,Calculatenewpremium,5732,NA,13066,1326,Sep-42,TOYOTA,10/25/19,NA,NA,NULL,2013,February,N,N,N,10/25/19,13066,1326,Flevoland,2,2,3,3,3,1,1,3,4,2,5,5,7,NULL,6,3,4,4,1,3,2,1,4,1,3,3,5,4,5,6,5
T&B,Calculatenewpremium,5734,NA,13067,4891,Mar-70,RENAULT,10/25/19,NA,NA,226.3200073,2004,May,NA,Y,NA,10/25/19,13067,4891,North Brabant,6,2,3,4,2,1,1,3,5,1,5,4,11,NULL,6,2,5,4,1,1,2,3,4,1,1,4,5,3,6,5,5
T&B,Calculatenewpremium,5907,NA,13067,4891,Mar-70,RENAULT,11/04/19,NA,NA,235.1999969,2004,May,NA,Y,NA,11/04/19,13067,4891,North Brabant,6,2,3,4,2,1,1,3,5,1,5,4,11,NULL,6,2,5,4,1,1,2,3,4,1,1,4,5,3,6,5,5
T&B,Calculatenewpremium,5735,NA,13068,7102,Oct-44,SEAT,10/25/19,NA,NA,625.3200073,2015,January,NA,NA,Y,10/25/19,13068,7102,Gelderland,4,4,1,2,5,1,1,1,3,4,2,5,4,NULL,9,3,4,5,1,1,3,2,3,2,2,4,4,3,3,4,5
T&B,Incompleterequest,7709,NA,13068,7102,Oct-44,SEAT,12/25/19,NA,NA,590.7600098,2015,January,NA,NA,Y,12/25/19,13068,7102,Gelderland,4,4,1,2,5,1,1,1,3,4,2,5,4,NULL,9,3,4,5,1,1,3,2,3,2,2,4,4,3,3,4,5
Insuro,Policycreated,5736,11267,13069,1107,Apr-86,KAWASAKI,10/25/19,10/29/19,12/01/19,141.7599945,2004,June,Y,NA,NA,11/01/19,13069,1107,North Holland,1,2,2,4,2,2,1,2,5,2,4,4,8,NULL,6,3,4,4,1,1,3,3,4,1,2,3,4,4,6,6,5
Insuro,Tailoredofferrequested,5736,NA,13069,1107,Apr-86,KAWASAKI,10/25/19,NA,NA,0,2004,June,N,N,N,10/25/19,13069,1107,North Holland,1,2,2,4,2,2,1,2,5,2,4,4,8,NULL,6,3,4,4,1,1,3,3,4,1,2,3,4,4,6,6,5
Insuro,Waitresponsebackoffice,5736,11267,13069,1107,Apr-86,KAWASAKI,10/25/19,10/29/19,12/01/19,141.7599945,2004,June,Y,NA,NA,11/01/19,13069,1107,North Holland,1,2,2,4,2,2,1,2,5,2,4,4,8,NULL,6,3,4,4,1,1,3,3,4,1,2,3,4,4,6,6,5
T&B,Incompleterequest,5737,NA,13070,3074,Jul-89,VOLKSWAGEN,10/25/19,NA,NA,1849.800049,2016,January,Y,NA,NA,10/25/19,13070,3074,South Holland,1,4,1,3,2,3,1,1,4,3,4,1,7,6,4,3,5,2,3,1,3,4,3,1,1,2,5,5,3,4,3
T&B,Tailoredofferrequested,5738,NA,13071,3072,Apr-97,VOLKSWAGEN,10/25/19,NA,NA,NULL,2013,May,N,N,N,10/25/19,13071,3072,South Holland,1,3,2,3,3,1,1,2,4,2,4,3,4,4,4,4,4,3,3,3,2,4,3,2,2,2,4,5,3,5,3
T&B,Tailoredofferrejected,5738,NA,13071,3072,Apr-97,VOLKSWAGEN,10/25/19,NA,NA,0,2013,May,N,N,N,10/28/19,13071,3072,South Holland,1,3,2,3,3,1,1,2,4,2,4,3,4,4,4,4,4,3,3,3,2,4,3,2,2,2,4,5,3,5,3
T&B,Tailoredofferwithdrawn,5780,NA,13071,3072,Apr-97,VOLKSWAGEN,10/28/19,NA,NA,0,2013,May,N,N,N,10/30/19,13071,3072,South Holland,1,3,2,3,3,1,1,2,4,2,4,3,4,4,4,4,4,3,3,3,2,4,3,2,2,2,4,5,3,5,3
Insuro,Incompleterequest,5739,NA,13072,4205,Feb-85,TOYOTA,10/26/19,NA,NA,686.8800049,2009,August,NA,NA,Y,10/26/19,13072,4205,South Holland,4,3,2,3,4,1,2,2,3,3,3,3,5,9,4,3,4,4,1,3,3,4,3,2,3,3,5,4,3,5,4
T&B,Incompleterequest,5741,NA,13073,3544,Oct-94,VOLKSWAGEN,10/26/19,NA,NA,607.9199829,1999,July,Y,NA,NA,10/26/19,13073,3544,Utrecht,1,NULL,4,3,2,1,1,4,3,1,5,2,8,NULL,4,2,5,4,2,1,1,4,2,4,1,1,5,5,6,6,3
T&B,Incompleterequest,5743,NA,13074,6708,Apr-47,RENAULT,10/26/19,NA,NA,510.9599915,2007,November,NA,Y,NA,10/26/19,13074,6708,Gelderland,4,1,5,1,2,1,1,5,1,2,5,5,11,NULL,6,2,5,4,2,1,2,3,4,2,1,4,5,2,6,6,5
T&B,Calculatenewpremium,5744,NA,13074,6708,Apr-47,RENAULT,10/26/19,NA,NA,609,2007,November,NA,NA,Y,10/26/19,13074,6708,Gelderland,4,1,5,1,2,1,1,5,1,2,5,5,11,NULL,6,2,5,4,2,1,2,3,4,2,1,4,5,2,6,6,5
Seguros International Ltd.,Requestaccepted,5745,11263,13075,1064,Jul-91,FIAT,10/26/19,10/26/19,10/27/19,318,2003,December,Y,NA,NA,10/26/19,13075,1064,North Holland,1,5,1,1,2,4,3,1,2,5,3,1,6,3,1,4,4,3,4,3,1,3,3,3,1,2,4,5,4,3,1
Seguros International Ltd.,Policycreated,5745,11263,13075,1064,Jul-91,FIAT,10/26/19,10/26/19,10/27/19,318,2003,December,Y,NA,NA,10/26/19,13075,1064,North Holland,1,5,1,1,2,4,3,1,2,5,3,1,6,3,1,4,4,3,4,3,1,3,3,3,1,2,4,5,4,3,1
T&B,Calculatenewpremium,5746,NA,13076,1689,Feb-59,KIA,10/26/19,NA,NA,419.8800049,1999,April,NA,Y,NA,10/26/19,13076,1689,North Holland,5,5,1,1,1,4,3,1,2,5,1,1,5,NULL,3,5,2,3,1,2,4,1,2,1,1,3,2,2,1,1,1
T&B,Calculatenewpremium,5747,NA,13077,6982,Dec-94,BMW,10/26/19,NA,NA,895.6799927,1999,June,NA,NA,Y,10/26/19,13077,6982,Gelderland,5,3,1,2,4,2,2,2,4,3,5,4,4,NULL,6,3,4,4,1,2,2,3,3,3,3,1,4,5,4,6,5
